OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shapearea,Shapelen
763,48,121,20505,48121020505,205.05,Census Tract 205.05,G5020,S,5808983,0,33.2423511,-97.1074231,0.000561996,0.114386671
764,48,121,20504,48121020504,205.04,Census Tract 205.04,G5020,S,11949583,71256,33.2744955,-97.1187172,0.001163415,0.180942767
765,48,121,21404,48121021404,214.04,Census Tract 214.04,G5020,S,16213402,6487314,33.1544627,-97.0357988,0.00219412,0.213745765
766,48,121,20506,48121020506,205.06,Census Tract 205.06,G5020,S,22626397,2424517,33.2537974,-97.0711428,0.00242398,0.237889557
767,48,121,21409,48121021409,214.09,Census Tract 214.09,G5020,S,6981062,24200,33.1502277,-97.0725102,0.00067704,0.133379224
768,48,121,20114,48121020114,201.14,Census Tract 201.14,G5020,S,8328826,3485483,33.1622949,-96.9335974,0.00114191,0.209472694
769,48,121,21527,48121021527,215.27,Census Tract 215.27,G5020,S,3721665,27597,33.1598948,-96.8774618,0.000362392,0.095629998
770,48,121,21515,48121021515,215.15,Census Tract 215.15,G5020,S,27157324,17847705,33.118918,-96.9267923,0.004348187,0.295180156
771,48,121,21725,48121021725,217.25,Census Tract 217.25,G5020,S,1818793,2359,33.0264632,-97.0659816,0.000175763,0.063553874
772,48,121,20310,48121020310,203.1,Census Tract 203.10,G5020,S,64114895,1823060,33.1723214,-97.2329479,0.006374432,0.362169338
773,48,121,21407,48121021407,214.07,Census Tract 214.07,G5020,S,4911366,84391,33.1466258,-97.0957326,0.000482797,0.087143509
774,48,121,21201,48121021201,212.01,Census Tract 212.01,G5020,S,8793150,33842,33.2014931,-97.1005188,0.000853546,0.125543556
775,48,121,21406,48121021406,214.06,Census Tract 214.06,G5020,S,8713021,110967,33.1541161,-97.1144366,0.000852791,0.136145442
776,48,121,20503,48121020503,205.03,Census Tract 205.03,G5020,S,2663768,0,33.2455592,-97.1250549,0.000257719,0.071609543
777,48,121,20112,48121020112,201.12,Census Tract 201.12,G5020,S,1496691,1092,33.1729111,-96.8899875,0.000144791,0.051774057
778,48,121,21522,48121021522,215.22,Census Tract 215.22,G5020,S,4501320,56348,33.1142332,-96.8799906,0.000440303,0.103963517
779,48,121,21525,48121021525,215.25,Census Tract 215.25,G5020,S,10849692,230172,33.1405516,-96.8741445,0.001070705,0.144076602
780,48,121,21900,48121021900,219,Census Tract 219,G5020,S,6327418,13853,33.1276452,-96.8551045,0.000612715,0.13070641
781,48,121,21405,48121021405,214.05,Census Tract 214.05,G5020,S,29232311,8644492,33.2023363,-97.05932,0.00366281,0.262275188
782,48,121,20115,48121020115,201.15,Census Tract 201.15,G5020,S,20571114,10266072,33.1496551,-96.9806746,0.002980492,0.22499884
783,48,121,20107,48121020107,201.07,Census Tract 201.07,G5020,S,29498191,6496516,33.203663,-96.9958014,0.003480917,0.331293241
784,48,121,20205,48121020205,202.05,Census Tract 202.05,G5020,S,64854068,1660570,33.3225703,-97.0791184,0.00644041,0.4446326
785,48,121,20106,48121020106,201.06,Census Tract 201.06,G5020,S,31996354,3596549,33.2500859,-96.9945363,0.003443819,0.406044
786,48,121,20103,48121020103,201.03,Census Tract 201.03,G5020,S,122415924,34808281,33.342441,-96.9976299,0.015228928,0.773613055
787,48,121,20204,48121020204,202.04,Census Tract 202.04,G5020,S,179768296,26143999,33.3900076,-97.2403075,0.019954611,0.862111203
788,48,121,21616,48121021616,216.16,Census Tract 216.16,G5020,S,1361683,0,33.006446,-96.8638802,0.000131391,0.050849794
789,48,121,21612,48121021612,216.12,Census Tract 216.12,G5020,S,1541022,0,33.0053579,-96.9043812,0.000148693,0.049320837
790,48,121,21726,48121021726,217.26,Census Tract 217.26,G5020,S,1496605,26350,33.0168459,-97.0588079,0.000146968,0.066835922
791,48,121,21729,48121021729,217.29,Census Tract 217.29,G5020,S,1413872,0,33.0146529,-97.0381436,0.000136439,0.056233141
792,48,121,21731,48121021731,217.31,Census Tract 217.31,G5020,S,1908943,628,33.0123021,-97.0124797,0.000184269,0.06466368
793,48,121,21732,48121021732,217.32,Census Tract 217.32,G5020,S,754978,0,33.0135129,-96.9987734,7.29E-05,0.038796623
794,48,121,21734,48121021734,217.34,Census Tract 217.34,G5020,S,541579,0,33.0118098,-96.9902903,5.23E-05,0.033408484
795,48,121,21733,48121021733,217.33,Census Tract 217.33,G5020,S,783782,0,33.0072132,-96.9987144,7.56E-05,0.040083832
796,48,121,21301,48121021301,213.01,Census Tract 213.01,G5020,S,1402850,0,33.1982922,-97.1289269,0.000135653,0.06505746
797,48,121,21615,48121021615,216.15,Census Tract 216.15,G5020,S,2004161,0,32.9954392,-96.8794363,0.00019336,0.074996037
798,48,121,21502,48121021502,215.02,Census Tract 215.02,G5020,S,11309775,6692122,33.0690975,-96.9965822,0.001738244,0.223548976
799,48,121,21614,48121021614,216.14,Census Tract 216.14,G5020,S,1783031,70926,33.0061633,-96.8824585,0.000178888,0.076546696
800,48,121,20900,48121020900,209,Census Tract 209,G5020,S,1741152,28004,33.2021005,-97.1584317,0.000171088,0.062702903
801,48,121,20305,48121020305,203.05,Census Tract 203.05,G5020,S,18500752,8091364,33.0159833,-97.1353834,0.002565977,0.366137135
802,48,121,21613,48121021613,216.13,Census Tract 216.13,G5020,S,1466148,0,33.0051408,-96.892378,0.000141469,0.047463668
803,48,121,20800,48121020800,208,Census Tract 208,G5020,S,24467879,115183,33.1983699,-97.17729,0.002377117,0.278976006
804,48,121,21000,48121021000,210,Census Tract 210,G5020,S,2010759,0,33.2055731,-97.1468638,0.000194452,0.066460885
805,48,121,21735,48121021735,217.35,Census Tract 217.35,G5020,S,1212144,0,33.0077458,-96.9830573,0.000116963,0.05951942
806,48,121,21736,48121021736,217.36,Census Tract 217.36,G5020,S,806644,0,33.0005111,-96.9879614,7.78E-05,0.038929579
807,48,121,21738,48121021738,217.38,Census Tract 217.38,G5020,S,4193874,144747,32.9959627,-96.9671793,0.000418592,0.106271436
808,48,121,21737,48121021737,217.37,Census Tract 217.37,G5020,S,2407762,0,32.9931812,-96.9919451,0.000232294,0.092538132
809,48,121,21728,48121021728,217.28,Census Tract 217.28,G5020,S,4704527,18355,32.9979543,-97.0111203,0.000455676,0.097655184
810,48,121,20203,48121020203,202.03,Census Tract 202.03,G5020,S,30213570,549359,33.3521433,-97.1461453,0.002979756,0.299862369
811,48,121,20403,48121020403,204.03,Census Tract 204.03,G5020,S,4333293,882,33.2242943,-97.1525178,0.00041923,0.100939165
812,48,121,20303,48121020303,203.03,Census Tract 203.03,G5020,S,96190534,731878,33.0979285,-97.1759719,0.009362035,0.445031882
813,48,121,20700,48121020700,207,Census Tract 207,G5020,S,1567094,0,33.2169339,-97.1507821,0.000151567,0.081579965
814,48,121,20402,48121020402,204.02,Census Tract 204.02,G5020,S,9913791,147769,33.2428384,-97.1595552,0.000973413,0.137413139
815,48,121,20202,48121020202,202.02,Census Tract 202.02,G5020,S,250759504,3250338,33.2925807,-97.2957797,0.024588925,0.696914273
816,48,121,20601,48121020601,206.01,Census Tract 206.01,G5020,S,2807275,0,33.2275245,-97.1207277,0.000271548,0.096842837
817,48,121,20401,48121020401,204.01,Census Tract 204.01,G5020,S,81719751,576505,33.2684965,-97.1838367,0.007964414,0.532571836
818,48,121,21505,48121021505,215.05,Census Tract 215.05,G5020,S,4436237,60499,33.0746109,-97.0299644,0.000434223,0.105719052
819,48,139,60209,48139060209,602.09,Census Tract 602.09,G5020,S,36274641,19076,32.4869014,-96.8680606,0.003481918,0.289469019
820,48,139,60210,48139060210,602.1,Census Tract 602.10,G5020,S,35403240,293568,32.4277985,-96.7569321,0.003422419,0.397546137
821,48,139,60212,48139060212,602.12,Census Tract 602.12,G5020,S,19453575,0,32.4398391,-96.8281866,0.001865435,0.189467123
822,48,139,60208,48139060208,602.08,Census Tract 602.08,G5020,S,25551775,63676,32.4047188,-96.7886757,0.002455273,0.255714048
823,48,139,60701,48139060701,607.01,Census Tract 607.01,G5020,S,33476559,1233279,32.5204815,-97.0447114,0.003331262,0.246972818
824,48,139,60803,48139060803,608.03,Census Tract 608.03,G5020,S,35395044,319093,32.4810119,-97.0675212,0.003426169,0.289796589
825,48,139,60802,48139060802,608.02,Census Tract 608.02,G5020,S,50531000,219484,32.4369275,-97.0391317,0.004866247,0.303216014
826,48,139,60703,48139060703,607.03,Census Tract 607.03,G5020,S,20005572,455180,32.5262302,-97.0031663,0.001963925,0.247202924
827,48,139,60214,48139060214,602.14,Census Tract 602.14,G5020,S,26748660,157464,32.5066187,-96.9205656,0.002581992,0.28572049
828,48,139,60702,48139060702,607.02,Census Tract 607.02,G5020,S,40417688,489688,32.5087618,-96.9578135,0.003925442,0.431170454
829,48,139,60801,48139060801,608.01,Census Tract 608.01,G5020,S,37982206,516094,32.4368687,-96.9699026,0.003691713,0.273813785
830,48,139,60211,48139060211,602.11,Census Tract 602.11,G5020,S,70889555,816087,32.4216248,-96.9034592,0.006875015,0.426390109
831,48,139,60213,48139060213,602.13,Census Tract 602.13,G5020,S,38637585,237626,32.4702584,-96.7962151,0.003729265,0.297079161
832,48,139,60600,48139060600,606,Census Tract 606,G5020,S,8788884,214755,32.4104555,-96.8518009,0.000863098,0.119180996
833,48,139,60300,48139060300,603,Census Tract 603,G5020,S,4656425,8244,32.4043395,-96.8280034,0.000447097,0.088704995
834,48,139,61200,48139061200,612,Census Tract 612,G5020,S,213603151,6519362,32.2111227,-96.7528266,0.021057833,0.785885623
835,48,139,61100,48139061100,611,Census Tract 611,G5020,S,197741592,2394882,32.311058,-96.8462922,0.019162813,0.927879319
836,48,139,60500,48139060500,605,Census Tract 605,G5020,S,5798570,0,32.3874715,-96.8603332,0.000555717,0.129438383
837,48,139,60400,48139060400,604,Census Tract 604,G5020,S,22053295,1259937,32.3607705,-96.8256524,0.002233721,0.22340439
838,48,139,60207,48139060207,602.07,Census Tract 602.07,G5020,S,20779044,24639,32.5187416,-96.7765119,0.00199666,0.221220229
839,48,139,60206,48139060206,602.06,Census Tract 602.06,G5020,S,12370525,2890,32.5243083,-96.8151656,0.001187643,0.163520354
840,48,139,60900,48139060900,609,Census Tract 609,G5020,S,231850498,2511929,32.3304659,-96.9829907,0.022447776,0.789187086
841,48,139,61000,48139061000,610,Census Tract 610,G5020,S,379697592,3970334,32.1754791,-96.9272062,0.036685163,1.089316967
842,48,139,60102,48139060102,601.02,Census Tract 601.02,G5020,S,218188822,1483063,32.465996,-96.6450293,0.021072692,0.939772135
843,48,139,60204,48139060204,602.04,Census Tract 602.04,G5020,S,31724902,0,32.5255684,-96.8561983,0.003044993,0.351984272
844,48,139,61700,48139061700,617,Census Tract 617,G5020,S,336459034,5495016,32.350298,-96.5182328,0.032762028,1.200265814
845,48,139,61600,48139061600,616,Census Tract 616,G5020,S,21384133,137509,32.345436,-96.6160306,0.002061546,0.287566947
846,48,139,61500,48139061500,615,Census Tract 615,G5020,S,16021450,73246,32.3070783,-96.6320723,0.001541117,0.225518035
847,48,139,61400,48139061400,614,Census Tract 614,G5020,S,17852226,1576095,32.3407016,-96.6541943,0.001860986,0.17374733
848,48,139,61300,48139061300,613,Census Tract 613,G5020,S,142964292,10650970,32.3268223,-96.6924919,0.014712348,1.003919205
849,48,139,60101,48139060101,601.01,Census Tract 601.01,G5020,S,70198681,971708,32.5211224,-96.6696794,0.006830924,0.51273202
850,48,143,950201,48143950201,9502.01,Census Tract 9502.01,G5020,S,302968032,1911759,32.254053,-98.1306995,0.029176177,1.248403262
851,48,143,950202,48143950202,9502.02,Census Tract 9502.02,G5020,S,572447163,3805362,32.25432,-98.348588,0.055141353,1.396659846
852,48,143,950400,48143950400,9504,Census Tract 9504,G5020,S,11854195,55822,32.2092457,-98.235878,0.0011392,0.148746806
853,48,143,950600,48143950600,9506,Census Tract 9506,G5020,S,13897536,233786,32.2142467,-98.1830872,0.001351767,0.175120392
854,48,143,950700,48143950700,9507,Census Tract 9507,G5020,S,609994020,4675933,32.0791585,-98.0697934,0.058711619,1.188481483
855,48,143,950100,48143950100,9501,Census Tract 9501,G5020,S,815611253,3739790,32.4195165,-98.2281988,0.07854851,1.629723183
856,48,143,950500,48143950500,9505,Census Tract 9505,G5020,S,21411497,132040,32.2406455,-98.1964589,0.002061404,0.199877403
857,48,143,950300,48143950300,9503,Census Tract 9503,G5020,S,456957814,2890549,32.1080916,-98.3642929,0.043936742,1.144390842
858,48,221,160210,48221160210,1602.1,Census Tract 1602.10,G5020,S,49368278,1686027,32.343805,-97.661862,0.004890782,0.311748469
859,48,221,160209,48221160209,1602.09,Census Tract 1602.09,G5020,S,121626505,2807930,32.5152578,-97.7095431,0.011941704,0.537338689
860,48,221,160301,48221160301,1603.01,Census Tract 1603.01,G5020,S,281263467,4979564,32.3356181,-97.8758475,0.02741839,0.71564693
861,48,221,160208,48221160208,1602.08,Census Tract 1602.08,G5020,S,51092638,9740087,32.5195205,-97.8068898,0.005838302,0.338062483
862,48,221,160302,48221160302,1603.02,Census Tract 1603.02,G5020,S,364869505,1908681,32.4758742,-97.9494664,0.035184976,0.857327001
863,48,221,160206,48221160206,1602.06,Census Tract 1602.06,G5020,S,10875180,1846109,32.429731,-97.7614011,0.001219772,0.180784972
864,48,221,160205,48221160205,1602.05,Census Tract 1602.05,G5020,S,64957390,9298627,32.3714018,-97.7317684,0.007115321,0.517874891
865,48,221,160207,48221160207,1602.07,Census Tract 1602.07,G5020,S,18036459,3543585,32.4252286,-97.7122895,0.002069031,0.200054569
866,48,221,160204,48221160204,1602.04,Census Tract 1602.04,G5020,S,103039509,3417783,32.4377696,-97.6562877,0.010208258,0.568199882
867,48,221,160100,48221160100,1601,Census Tract 1601,G5020,S,24327150,2696179,32.460903,-97.7950625,0.002591804,0.234481004
868,48,231,961501,48231961501,9615.01,Census Tract 9615.01,G5020,S,102725097,390700,32.8804409,-96.2276136,0.009935336,0.428454169
869,48,231,961502,48231961502,9615.02,Census Tract 9615.02,G5020,S,98388036,529321,32.9506454,-96.2277304,0.009538479,0.466635938
870,48,231,961503,48231961503,9615.03,Census Tract 9615.03,G5020,S,93627714,18688326,32.9428472,-96.0956972,0.010830274,0.641917922
871,48,231,961200,48231961200,9612,Census Tract 9612,G5020,S,12661748,120733,33.1081539,-96.0855072,0.001234818,0.200362989
872,48,231,961100,48231961100,9611,Census Tract 9611,G5020,S,158409802,2874037,33.051133,-96.0410842,0.015570295,0.705459602
873,48,231,961000,48231961000,9610,Census Tract 9610,G5020,S,8822229,57725,33.1330841,-96.0858691,0.000858059,0.174384741
874,48,231,960800,48231960800,9608,Census Tract 9608,G5020,S,14655663,24541,33.1513543,-96.1417668,0.001418846,0.174934731
875,48,231,960400,48231960400,9604,Census Tract 9604,G5020,S,239534851,2522878,33.1931461,-96.0939083,0.023408256,1.028882632
876,48,231,960600,48231960600,9606,Census Tract 9606,G5020,S,3159451,10164,33.2386233,-95.9058054,0.000306635,0.078529959
877,48,231,960500,48231960500,9605,Census Tract 9605,G5020,S,27126985,219737,33.2441359,-95.885803,0.002645687,0.292924659
878,48,231,960100,48231960100,9601,Census Tract 9601,G5020,S,259146715,750722,33.3100983,-95.9453378,0.025162512,0.882190888
879,48,231,960300,48231960300,9603,Census Tract 9603,G5020,S,270307027,1669780,33.2859063,-96.2087324,0.026324053,0.818031677
880,48,231,961400,48231961400,9614,Census Tract 9614,G5020,S,206000009,409242,33.0787546,-96.2468093,0.01993261,0.781685552
881,48,231,960200,48231960200,9602,Census Tract 9602,G5020,S,127302091,433636,33.349615,-96.0579394,0.012371566,0.757527806
882,48,231,961700,48231961700,9617,Census Tract 9617,G5020,S,25419816,24641301,32.8460206,-96.0472174,0.004822115,0.531590313
883,48,231,961600,48231961600,9616,Census Tract 9616,G5020,S,59674984,36521866,32.8963835,-96.0555079,0.009270373,0.484874059
884,48,231,960700,48231960700,9607,Census Tract 9607,G5020,S,339815155,17934196,33.0825024,-95.9346065,0.034547914,1.013675157
885,48,231,960900,48231960900,9609,Census Tract 9609,G5020,S,5335555,0,33.1317636,-96.1239084,0.000515555,0.095189662
886,48,231,961300,48231961300,9613,Census Tract 9613,G5020,S,124301498,215845,33.0667214,-96.1509124,0.012022852,0.561271017
887,48,251,130204,48251130204,1302.04,Census Tract 1302.04,G5020,S,5599555,0,32.5408983,-97.3494113,0.000537542,0.107392555
888,48,251,130500,48251130500,1305,Census Tract 1305,G5020,S,257701805,4315786,32.2879574,-97.2131878,0.025083965,0.872230277
889,48,251,130100,48251130100,1301,Census Tract 1301,G5020,S,347668244,2425126,32.4189861,-97.5498676,0.033563345,0.868951983
890,48,251,130205,48251130205,1302.05,Census Tract 1302.05,G5020,S,2165471,0,32.548775,-97.3354443,0.000207898,0.093059746
891,48,251,131100,48251131100,1311,Census Tract 1311,G5020,S,3987351,11160,32.3437361,-97.4032408,0.000383022,0.112960476
892,48,251,130700,48251130700,1307,Census Tract 1307,G5020,S,2756182,1043,32.3587783,-97.4036242,0.000264161,0.077869762
893,48,251,131000,48251131000,1310,Census Tract 1310,G5020,S,4337081,12649,32.3307396,-97.3998122,0.00041661,0.11336174
894,48,251,130900,48251130900,1309,Census Tract 1309,G5020,S,8155669,37775,32.3587902,-97.3745701,0.000785027,0.181446876
895,48,251,130800,48251130800,1308,Census Tract 1308,G5020,S,4937928,18804,32.3658084,-97.3900698,0.000474922,0.14051395
896,48,251,130405,48251130405,1304.05,Census Tract 1304.05,G5020,S,42931059,8459,32.5296455,-97.227433,0.004121638,0.365811563
897,48,251,130302,48251130302,1303.02,Census Tract 1303.02,G5020,S,69978996,983585,32.3901661,-97.4285542,0.006801026,0.446184205
898,48,251,130208,48251130208,1302.08,Census Tract 1302.08,G5020,S,8567481,0,32.5250413,-97.3265064,0.000822312,0.128627016
899,48,251,130207,48251130207,1302.07,Census Tract 1302.07,G5020,S,26929956,30906,32.5159188,-97.3072105,0.002587426,0.35459165
900,48,251,130409,48251130409,1304.09,Census Tract 1304.09,G5020,S,92834909,3643177,32.3955979,-97.2571151,0.009246573,0.493104726
901,48,251,130408,48251130408,1304.08,Census Tract 1304.08,G5020,S,115043293,380032,32.4276183,-97.1177286,0.011066988,0.599759649
902,48,251,130410,48251130410,1304.1,Census Tract 1304.10,G5020,S,89908505,409528,32.420941,-97.1960963,0.008658792,0.467850962
903,48,251,130406,48251130406,1304.06,Census Tract 1304.06,G5020,S,36301223,22505,32.494754,-97.2440193,0.003485282,0.301955458
904,48,251,130407,48251130407,1304.07,Census Tract 1304.07,G5020,S,57437084,3343,32.5092611,-97.1549469,0.005512489,0.432957797
905,48,251,130214,48251130214,1302.14,Census Tract 1302.14,G5020,S,29797255,104152,32.4788603,-97.399398,0.002868444,0.260131107
906,48,251,130601,48251130601,1306.01,Census Tract 1306.01,G5020,S,240286563,2246738,32.243303,-97.4258167,0.023207413,0.926470856
907,48,251,130303,48251130303,1303.03,Census Tract 1303.03,G5020,S,29204971,973460,32.3664413,-97.3246657,0.002891878,0.34657523
908,48,251,130211,48251130211,1302.11,Census Tract 1302.11,G5020,S,39942355,152522,32.4778084,-97.3310411,0.003846351,0.36215452
909,48,251,130215,48251130215,1302.15,Census Tract 1302.15,G5020,S,33748310,0,32.5290842,-97.3902696,0.003239329,0.268762819
910,48,251,130304,48251130304,1303.04,Census Tract 1303.04,G5020,S,28682149,277809,32.3961642,-97.3524885,0.00277571,0.273480809
911,48,251,130210,48251130210,1302.1,Census Tract 1302.10,G5020,S,34009773,302451,32.4495084,-97.3377805,0.003290261,0.263270011
912,48,251,130212,48251130212,1302.12,Census Tract 1302.12,G5020,S,54430460,134504,32.521689,-97.4618843,0.005236999,0.322399242
913,48,251,130602,48251130602,1306.02,Census Tract 1306.02,G5020,S,158212516,8420566,32.2535479,-97.5237736,0.015948137,0.676931526
914,48,251,130213,48251130213,1302.13,Census Tract 1302.13,G5020,S,51387282,392540,32.4607803,-97.4558063,0.004966245,0.333146314
915,48,257,50703,48257050703,507.03,Census Tract 507.03,G5020,S,143662406,2421751,32.559115,-96.1595732,0.014027213,0.671971439
916,48,257,50204,48257050204,502.04,Census Tract 502.04,G5020,S,25353045,197296,32.752373,-96.395966,0.002458676,0.236943558
917,48,257,50205,48257050205,502.05,Census Tract 502.05,G5020,S,41643986,884401,32.789169,-96.4370896,0.004093723,0.286413484
918,48,257,51201,48257051201,512.01,Census Tract 512.01,G5020,S,206696546,2205309,32.4817043,-96.2026436,0.020042975,0.834610705
919,48,257,51202,48257051202,512.02,Census Tract 512.02,G5020,S,189965602,2465176,32.4688068,-96.3540317,0.018457752,0.744597289
920,48,257,50704,48257050704,507.04,Census Tract 507.04,G5020,S,157020809,1148347,32.6403494,-96.1703456,0.015200022,0.742633828
921,48,257,50203,48257050203,502.03,Census Tract 502.03,G5020,S,51795042,489371,32.6855676,-96.4212423,0.005027177,0.433430143
922,48,257,50206,48257050206,502.06,Census Tract 502.06,G5020,S,62581436,703434,32.7099691,-96.4595062,0.006085952,0.464740015
923,48,257,51000,48257051000,510,Census Tract 510,G5020,S,8526179,405470,32.6009949,-96.2984428,0.000857942,0.175428847
924,48,257,50300,48257050300,503,Census Tract 503,G5020,S,13009549,46026,32.7478359,-96.3116636,0.00125619,0.180131483
925,48,257,50600,48257050600,506,Census Tract 506,G5020,S,372285705,8392300,32.7463688,-96.2080486,0.036633167,1.173818505
926,48,257,50800,48257050800,508,Census Tract 508,G5020,S,261044149,5609687,32.576205,-96.4595865,0.025602083,0.873154374
927,48,257,50400,48257050400,504,Census Tract 504,G5020,S,26734828,179650,32.766685,-96.274905,0.002590049,0.259548641
928,48,257,51100,48257051100,511,Census Tract 511,G5020,S,23796019,27091,32.5754084,-96.3058284,0.002287823,0.280744565
929,48,257,50500,48257050500,505,Census Tract 505,G5020,S,21148414,0,32.7230525,-96.2917314,0.00203425,0.233313842
930,48,257,51300,48257051300,513,Census Tract 513,G5020,S,214001527,40236756,32.3840327,-96.2334298,0.024367193,1.073848699
931,48,257,50201,48257050201,502.01,Census Tract 502.01,G5020,S,48795273,3757952,32.7601107,-96.5000125,0.005057123,0.355447816
932,48,257,50701,48257050701,507.01,Census Tract 507.01,G5020,S,153940226,659898,32.6447621,-96.33988,0.0148597,0.635657308
933,48,349,970100,48349970100,9701,Census Tract 9701,G5020,S,363421845,4378787,32.2278701,-96.3980211,0.035189272,0.991733788
934,48,349,970600,48349970600,9706,Census Tract 9706,G5020,S,430967325,44217707,32.1033017,-96.2055391,0.045400784,1.449878958
935,48,349,971000,48349971000,9710,Census Tract 9710,G5020,S,603094414,14139522,31.881718,-96.5792715,0.05883916,1.167178844
936,48,349,970800,48349970800,9708,Census Tract 9708,G5020,S,1832825,0,32.0923964,-96.4709456,0.000175093,0.063049474
937,48,349,970500,48349970500,9705,Census Tract 9705,G5020,S,3446873,0,32.1023396,-96.4799619,0.000329322,0.089094701
938,48,349,970900,48349970900,9709,Census Tract 9709,G5020,S,122020517,833228,32.0112414,-96.49213,0.011726665,0.547346175
939,48,349,970700,48349970700,9707,Census Tract 9707,G5020,S,321878255,116233477,32.0009635,-96.3306601,0.041811353,1.001364775
940,48,349,970300,48349970300,9703,Census Tract 9703,G5020,S,232357375,2294808,32.1057703,-96.5876216,0.022420964,0.759279609
941,48,349,970200,48349970200,9702,Census Tract 9702,G5020,S,126221442,1659115,32.1531682,-96.494225,0.012224474,0.603130718
942,48,349,970400,48349970400,9704,Census Tract 9704,G5020,S,409681840,13882521,32.0445109,-96.7464399,0.040442725,0.999576466
943,48,363,200,48363000200,2,Census Tract 2,G5020,S,792553136,19784708,32.6796289,-98.4628674,0.07809624,1.721710467
944,48,363,300,48363000300,3,Census Tract 3,G5020,S,736090911,17030751,32.6801684,-98.211194,0.072400888,2.109203704
945,48,363,800,48363000800,8,Census Tract 8,G5020,S,3474811,0,32.8015856,-98.1030608,0.000334529,0.100378251
946,48,363,900,48363000900,9,Census Tract 9,G5020,S,4209325,0,32.7980646,-98.1213661,0.000405227,0.118097785
947,48,363,700,48363000700,7,Census Tract 7,G5020,S,7966988,45728,32.7976992,-98.076537,0.000771383,0.121727278
948,48,363,600,48363000600,6,Census Tract 6,G5020,S,12235646,128788,32.8211875,-98.0867563,0.001190621,0.157854346
949,48,363,500,48363000500,5,Census Tract 5,G5020,S,2237178,3831,32.8178862,-98.1182656,0.000215789,0.081183579
950,48,363,400,48363000400,4,Census Tract 4,G5020,S,282448041,4848140,32.7769691,-98.1287179,0.02765207,1.520560908
951,48,363,100,48363000100,1,Census Tract 1,G5020,S,623910859,45486016,32.9307201,-98.3167295,0.064534054,1.870829417
952,48,367,140101,48367140101,1401.01,Census Tract 1401.01,G5020,S,9085057,0,32.7538452,-97.75567,0.000874181,0.152808081
953,48,367,140408,48367140408,1404.08,Census Tract 1404.08,G5020,S,37654046,0,32.8909113,-97.5932234,0.00362863,0.369160949
954,48,367,140705,48367140705,1407.05,Census Tract 1407.05,G5020,S,32104440,1985707,32.7630548,-97.7013697,0.003280528,0.279819414
955,48,367,140703,48367140703,1407.03,Census Tract 1407.03,G5020,S,50911441,9262,32.7207711,-97.6766085,0.004897882,0.530340814
956,48,367,140704,48367140704,1407.04,Census Tract 1407.04,G5020,S,200856930,1669015,32.6439227,-97.6641013,0.019464322,0.66985301
957,48,367,140706,48367140706,1407.06,Census Tract 1407.06,G5020,S,137572280,1294740,32.7276807,-97.5689993,0.013354236,0.76193121
958,48,367,140409,48367140409,1404.09,Census Tract 1404.09,G5020,S,16173725,0,32.9135805,-97.6374712,0.001559014,0.230067469
959,48,367,140410,48367140410,1404.1,Census Tract 1404.10,G5020,S,78533197,119066,32.9402071,-97.7536003,0.00758384,0.518384748
960,48,367,140501,48367140501,1405.01,Census Tract 1405.01,G5020,S,273793423,1083532,32.905863,-97.8400758,0.026493003,0.771250956
961,48,367,140102,48367140102,1401.02,Census Tract 1401.02,G5020,S,11423984,41638,32.7729795,-97.7854221,0.001103468,0.194341351
962,48,367,140411,48367140411,1404.11,Census Tract 1404.11,G5020,S,81564900,250031,32.8686394,-97.7162753,0.007882513,0.539855232
963,48,367,140502,48367140502,1405.02,Census Tract 1405.02,G5020,S,345839767,2253606,32.8840133,-97.969185,0.033541804,0.923274837
964,48,367,140403,48367140403,1404.03,Census Tract 1404.03,G5020,S,59053566,32834,32.9737357,-97.6750206,0.005699209,0.417445816
965,48,367,140407,48367140407,1404.07,Census Tract 1404.07,G5020,S,172670478,1719412,32.8321704,-97.647641,0.016794273,0.734138257
966,48,367,140200,48367140200,1402,Census Tract 1402,G5020,S,11462970,6456,32.7406423,-97.7934517,0.001103469,0.175250046
967,48,367,140602,48367140602,1406.02,Census Tract 1406.02,G5020,S,459892573,4709920,32.6246652,-97.8661118,0.044638638,1.085611643
968,48,367,140300,48367140300,1403,Census Tract 1403,G5020,S,18531581,9074,32.7544822,-97.8249798,0.001784021,0.244962753
969,48,367,140601,48367140601,1406.01,Census Tract 1406.01,G5020,S,280875326,1938026,32.7205108,-97.953466,0.027204804,0.828193647
970,48,367,140405,48367140405,1404.05,Census Tract 1404.05,G5020,S,61998199,13570,32.9484093,-97.5805151,0.005979948,0.351608365
971,48,397,40401,48397040401,404.01,Census Tract 404.01,G5020,S,60783598,500463,32.931786,-96.3404727,0.005908424,0.357817955
972,48,397,40505,48397040505,405.05,Census Tract 405.05,G5020,S,77666027,976135,32.8731924,-96.3539216,0.007576981,0.461791508
973,48,397,40503,48397040503,405.03,Census Tract 405.03,G5020,S,9641319,282283,32.8819778,-96.4542935,0.000956269,0.138248724
974,48,397,40506,48397040506,405.06,Census Tract 405.06,G5020,S,72909336,1848721,32.8421384,-96.4045096,0.007200261,0.485984061
